luma_id,display_name,wnba_stats_id,espn_id,first_season,last_season,n_seasons,source_scheme
LUMA-W-0000627,Elissa Cunane,,4398625,2022,2022,1,espn
LUMA-W-0000628,Jessika Carter,,4398726,2024,2024,1,espn
LUMA-W-0000629,Kadi Sissoko,,4398731,2023,2023,1,espn
LUMA-W-0000630,Destanni Henderson,,4398751,2022,2024,3,espn
LUMA-W-0000631,Victaria Saxton,,4398752,2023,2024,2,espn
LUMA-W-0000632,Queen Egbo,,4398779,2022,2024,3,espn
LUMA-W-0000633,Caitlin Bickle,,4398780,2024,2024,1,espn
LUMA-W-0000634,Ashley Joens,,4398802,2023,2023,1,espn
LUMA-W-0000635,Madi Williams,,4398883,2023,2023,1,espn
LUMA-W-0000636,Grace Berger,,4398899,2023,2025,3,espn
LUMA-W-0000637,Taylor Mikesell,,4398912,2023,2023,1,espn
LUMA-W-0000638,Nia Clouden,,4398921,2022,2023,2,espn
LUMA-W-0000639,Leigha Brown,,4398928,2023,2023,1,espn
LUMA-W-0000640,Kayana Traylor,,4398947,2023,2023,1,espn
LUMA-W-0000641,Christyn Williams,,4398965,2025,2025,1,espn
LUMA-W-0000642,Charli Collier,,4398988,2021,2022,2,espn
LUMA-W-0000643,Lou Lopez Senechal,,4399114,2024,2024,1,espn
LUMA-W-0000644,Jasmine Dickey,,4399842,2022,2023,2,espn
LUMA-W-0000645,Tamika Williams-Jeter,,44,2003,2006,4,espn
LUMA-W-0000646,Brooke Wyckoff,,442,2003,2009,6,espn
LUMA-W-0000647,Li Meng,,4422424,2023,2023,1,espn
LUMA-W-0000648,Jakia Brown-Turner,,4432841,2024,2024,1,espn
LUMA-W-0000649,Celeste Taylor,,4432864,2024,2024,1,espn
LUMA-W-0000650,Charisma Osborne,,4433293,2024,2024,1,espn
LUMA-W-0000651,Elizabeth Kitley,,4433309,2025,2025,1,espn
LUMA-W-0000652,Madison Scott,,4433416,2025,2025,1,espn
LUMA-W-0000653,Nika Muhl,,4433468,2024,2024,1,espn
LUMA-W-0000654,Megan McConnell,,4433510,2025,2025,1,espn
LUMA-W-0000655,Marquesha Davis,,4433661,2024,2025,2,espn
LUMA-W-0000656,Rayah Marshall,,4433792,2025,2026,2,espn
LUMA-W-0000657,Lindsey Yamasaki,,444,2003,2003,1,espn
LUMA-W-0000658,Tonie Morgan,,4565515,2026,2026,1,espn
LUMA-W-0000659,Gergana Slavtcheva,,457,2003,2003,1,espn
LUMA-W-0000660,Dulcy Fankam Mendjiadeu,,4594527,2023,2024,2,espn
LUMA-W-0000661,Camryn Taylor,,4595150,2025,2025,1,espn
LUMA-W-0000662,Dyaisha Fair,,4595236,2024,2024,1,espn
LUMA-W-0000663,Jordan Adams,,462,2003,2003,1,espn
LUMA-W-0000664,Chantelle Anderson,,463,2003,2007,5,espn
LUMA-W-0000665,Bernadett Hatar,,4634697,2021,2023,2,espn
LUMA-W-0000666,Suzy Batkovic,,465,2005,2009,2,espn
LUMA-W-0000667,Coretta Brown,,470,2003,2006,4,espn
LUMA-W-0000668,Ajae Petty,,4704417,2025,2025,1,espn
LUMA-W-0000669,Courtney Coleman,,474,2003,2003,1,espn
LUMA-W-0000670,Teresa Edwards,,477,2003,2004,2,espn
LUMA-W-0000671,Cheryl Ford,,479,2003,2009,7,espn
LUMA-W-0000672,Shyla Heal,,4790261,2021,2021,1,espn
LUMA-W-0000673,Gwen Jackson,,480,2003,2005,3,espn
LUMA-W-0000674,Jung Sun-Min,,483,2003,2003,1,espn
LUMA-W-0000675,Kara Lawson,,485,2003,2015,13,espn
LUMA-W-0000676,Tina Krajisnik,,4874470,2022,2022,1,espn
LUMA-W-0000677,Serena Sundell,,4898994,2025,2025,1,espn
LUMA-W-0000678,Jocelyn Penn,,490,2003,2004,2,espn
LUMA-W-0000679,Plenette Pierson,,491,2003,2017,15,espn
LUMA-W-0000680,K.B. Sharp,,494,2003,2009,6,espn
LUMA-W-0000681,Aiysha Smith,,495,2003,2004,2,espn
LUMA-W-0000682,LaToya Thomas,,509,2003,2008,6,espn
LUMA-W-0000683,Erin Thorn,,510,2003,2013,11,espn
LUMA-W-0000684,Stephanie Soares,,5106150,2024,2024,1,espn
LUMA-W-0000685,Petra Ujhelyi,,511,2003,2003,1,espn
LUMA-W-0000686,DeTrina White,,512,2004,2005,2,espn
LUMA-W-0000687,Shaquala Williams,,513,2003,2003,1,espn
LUMA-W-0000688,Ivana Dojkic,,5130672,2023,2024,2,espn
LUMA-W-0000689,Zuzana Zirkova,,515,2003,2003,1,espn
LUMA-W-0000690,Leigh Aziz,,516,2003,2003,1,espn
LUMA-W-0000691,Octavia Blue,,517,2003,2004,2,espn
LUMA-W-0000692,Tai Dillard,,518,2003,2005,3,espn
LUMA-W-0000693,Chandra Johnson,,519,2003,2003,1,espn
LUMA-W-0000694,Teana Miller,,520,2003,2007,4,espn
LUMA-W-0000695,Sevgi Uzun,,5209660,2024,2025,2,espn
LUMA-W-0000696,LaQuanda Quick,,521,2003,2003,1,espn
LUMA-W-0000697,Nakia Sanford,,522,2003,2013,11,espn
LUMA-W-0000698,Marieme Badiane,,5220147,2025,2025,1,espn
LUMA-W-0000699,Murjanatu Musa,,5220167,2025,2025,1,espn
LUMA-W-0000700,Mfon Udoka,,523,2003,2004,2,espn
LUMA-W-0000701,Stephanie White,,524,2003,2004,2,espn
LUMA-W-0000702,Nevriye Yilmaz,,525,2003,2004,2,espn
LUMA-W-0000703,Michaela Pavlickova,,527,2003,2003,1,espn
LUMA-W-0000704,Kariata Diaby,,5278686,2025,2025,1,espn
LUMA-W-0000705,Mamignan Toure,,5279789,2025,2025,1,espn
LUMA-W-0000706,Bethany Donaphin,,531,2003,2004,2,espn
LUMA-W-0000707,Sonja Mallory,,532,2003,2003,1,espn
LUMA-W-0000708,Jenni Benningfield,,534,2005,2005,1,espn
LUMA-W-0000709,Tera Bjorklund,,535,2004,2004,1,espn
LUMA-W-0000710,Kelly Mazzante,,536,2004,2011,7,espn
LUMA-W-0000711,Jia Perkins,,537,2004,2017,14,espn
LUMA-W-0000712,Nicole Powell,,538,2004,2014,11,espn
LUMA-W-0000713,Jessica Brungo,,540,2004,2006,3,espn
LUMA-W-0000714,Jennifer Derevjanik,,541,2004,2008,5,espn
LUMA-W-0000715,Candace Futrell,,542,2004,2004,1,espn
LUMA-W-0000716,Anastasia Kostaki,,543,2006,2006,1,espn
LUMA-W-0000717,Lindsay Whalen,,545,2004,2018,15,espn
LUMA-W-0000718,Jae Kingi-Cross,,546,2004,2006,2,espn
LUMA-W-0000719,Chandi Jones,,547,2004,2006,3,espn
LUMA-W-0000720,Isabel Sanchez,,548,2004,2005,2,espn
LUMA-W-0000721,Jennifer Smith,,549,2005,2005,1,espn
LUMA-W-0000722,Mactabene Amachree,,55,2003,2005,2,espn
LUMA-W-0000723,Iciss Tillis,,550,2004,2007,3,espn
LUMA-W-0000724,Ebony Hoffman,,551,2004,2014,11,espn
LUMA-W-0000725,Monique Coker,,553,2004,2004,1,espn
LUMA-W-0000726,Doneeka Lewis,,554,2004,2011,6,espn
LUMA-W-0000727,Laura Macchi,,555,2004,2005,2,espn
LUMA-W-0000728,Raffaella Masciadri,,556,2004,2008,3,espn
LUMA-W-0000729,Christi Thomas,,558,2004,2010,7,espn
LUMA-W-0000730,Tasha Butts,,560,2004,2004,1,espn
LUMA-W-0000731,Vanessa Hayden-Johnson,,561,2004,2009,5,espn
LUMA-W-0000732,Amber Jacobs,,562,2004,2008,5,espn
LUMA-W-0000733,Nicole Ohlde,,563,2004,2010,7,espn
LUMA-W-0000734,Gwen Slaughter,,564,2004,2004,1,espn
LUMA-W-0000735,Amisha Carter,,565,2004,2005,2,espn
LUMA-W-0000736,Shameka Christon,,566,2004,2015,11,espn
LUMA-W-0000737,Katie Cronin,,567,2006,2006,1,espn
LUMA-W-0000738,Cathy Joens,,568,2007,2008,2,espn
LUMA-W-0000739,Rebekkah Brunson,,571,2004,2018,15,espn
LUMA-W-0000740,Nuria Martinez,,574,2005,2010,2,espn
LUMA-W-0000741,Giuliana Mendiola,,575,2004,2004,1,espn
LUMA-W-0000742,Agnieszka Bibrzycka,,576,2004,2006,2,espn
LUMA-W-0000743,Mandisa Stevenson,,577,2004,2006,3,espn
LUMA-W-0000744,Toccara Williams,,578,2004,2004,1,espn
LUMA-W-0000745,Trina Frierson,,579,2004,2004,1,espn
LUMA-W-0000746,Michelle Greco,,580,2004,2004,1,espn
LUMA-W-0000747,Alana Beard,,581,2004,2019,14,espn
LUMA-W-0000748,Kaayla Chones,,582,2004,2006,3,espn
LUMA-W-0000749,Ashley Robinson,,584,2004,2013,10,espn
LUMA-W-0000750,Diana Taurasi,,585,2004,2024,20,espn
LUMA-W-0000751,Lindsay Taylor,,586,2004,2004,1,espn
LUMA-W-0000752,Shereka Wright,,588,2004,2005,2,espn
LUMA-W-0000753,Mery Andrade,,59,2004,2004,1,espn
LUMA-W-0000754,Le'coe Willingham,,592,2004,2013,10,espn
LUMA-W-0000755,Stacy Stephens,,593,2004,2004,1,espn
LUMA-W-0000756,Lisa Leslie,,6,2003,2009,6,espn
LUMA-W-0000757,Kendra Wecker,,600,2005,2008,4,espn
LUMA-W-0000758,Katie Feenstra,,601,2005,2008,4,espn
LUMA-W-0000759,Shyra Ely-Gash,,602,2005,2011,6,espn
LUMA-W-0000760,Cathrine Kraayeveld,,603,2005,2013,9,espn
LUMA-W-0000761,Temeka Johnson,,604,2005,2015,11,espn
LUMA-W-0000762,Roneeka Hodges,,608,2005,2015,11,espn
LUMA-W-0000763,Sancho Lyttle,,609,2005,2019,15,espn
LUMA-W-0000764,Janeth Arcain,,61,2003,2005,2,espn
LUMA-W-0000765,Laurie Koehn,,610,2005,2012,5,espn
LUMA-W-0000766,Loree Moore,,614,2005,2009,5,espn
LUMA-W-0000767,Tanisha Wright,,618,2005,2019,14,espn
LUMA-W-0000768,Ashley Battle,,619,2005,2010,6,espn
LUMA-W-0000769,Marlous Nieuwveen,,620,2005,2005,1,espn
LUMA-W-0000770,Tan White,,622,2005,2014,10,espn
LUMA-W-0000771,Yolanda Paige,,623,2005,2005,1,espn
LUMA-W-0000772,Angelina Williams,,625,2005,2006,2,espn
LUMA-W-0000773,Sandora Irvin,,626,2005,2011,6,espn
LUMA-W-0000774,Anna Montanana,,631,2009,2009,1,espn
LUMA-W-0000775,Jamie Carey,,632,2005,2008,4,espn
LUMA-W-0000776,Sui Feifei,,633,2005,2005,1,espn
LUMA-W-0000777,Miao Lijie,,634,2005,2005,1,espn
LUMA-W-0000778,Kristin Haynie,,636,2005,2009,5,espn
LUMA-W-0000779,Chelsea Newton,,637,2005,2009,5,espn
LUMA-W-0000780,Cisti Greenwalt,,638,2006,2006,1,espn
LUMA-W-0000781,Laura Summerton,,639,2005,2006,2,espn
LUMA-W-0000782,Kara Braxton,,640,2005,2014,10,espn
LUMA-W-0000783,Francesca Zara,,641,2005,2005,1,espn
LUMA-W-0000784,Janel McCarville,,642,2005,2016,9,espn
LUMA-W-0000785,Edwige Lawson-Wade,,643,2005,2010,5,espn
LUMA-W-0000786,Jacqueline Batteast,,644,2005,2006,2,espn
LUMA-W-0000787,Kristen Mann,,645,2005,2010,6,espn
LUMA-W-0000788,Jessica Moore,,646,2005,2013,9,espn
LUMA-W-0000789,Natalia Vodopyonova,,647,2005,2005,1,espn
LUMA-W-0000790,Irina Osipova,,648,2006,2006,1,espn
LUMA-W-0000791,Susan Borchardt,,649,2005,2005,1,espn
LUMA-W-0000792,Caity Matter,,650,2005,2005,1,espn
LUMA-W-0000793,Monique Currie,,651,2006,2018,13,espn
LUMA-W-0000794,Tye'sha Fluker,,652,2006,2008,3,espn
LUMA-W-0000795,Yelena Leuchanka,,654,2006,2012,4,espn
LUMA-W-0000796,Liz Shimek,,657,2006,2006,1,espn
LUMA-W-0000797,Tiffany Stansbury,,659,2006,2010,3,espn
LUMA-W-0000798,Mistie McCray Bass,,660,2006,2016,10,espn
LUMA-W-0000799,LaToya Bond,,661,2006,2008,2,espn
LUMA-W-0000800,Kim Smith,,662,2006,2008,3,espn
LUMA-W-0000801,Scholanda Dorrell,,664,2006,2012,7,espn
LUMA-W-0000802,Brittany Wilkins,,666,2006,2008,2,espn
LUMA-W-0000803,Emile Gomis,,669,2006,2006,1,espn
LUMA-W-0000804,Sherill Baker,,670,2006,2008,3,espn
LUMA-W-0000805,Brooke Queenan,,671,2006,2008,2,espn
LUMA-W-0000806,Christelle N'Garsanet,,672,2006,2006,1,espn
LUMA-W-0000807,La'Tangela Atkinson,,673,2006,2009,4,espn
LUMA-W-0000808,Kasha Terry,,674,2006,2008,3,espn
LUMA-W-0000809,Zane Teilane,,676,2006,2006,1,espn
LUMA-W-0000810,Megan Mahoney,,677,2006,2007,2,espn
LUMA-W-0000811,Erin Phillips,,678,2006,2016,9,espn
LUMA-W-0000812,Barbara Turner,,679,2006,2009,4,espn
LUMA-W-0000813,Elena Baranova,,68,2003,2005,3,espn
LUMA-W-0000814,Sophia Young-Malcolm,,680,2006,2015,9,espn
LUMA-W-0000815,Shanna Zolman,,681,2006,2006,1,espn
LUMA-W-0000816,Tamara James,,682,2006,2007,2,espn
LUMA-W-0000817,Nikki Blue,,683,2006,2010,5,espn
LUMA-W-0000818,Jennifer Lacy,,684,2006,2015,10,espn
LUMA-W-0000819,Cappie Pondexter,,685,2006,2018,13,espn
LUMA-W-0000820,Ann Strother,,686,2006,2008,3,espn
LUMA-W-0000821,Crystal Smith,,687,2006,2008,3,espn
LUMA-W-0000822,Candice Dupree,,689,2006,2021,16,espn
LUMA-W-0000823,Brandi Davis,,690,2006,2006,1,espn
LUMA-W-0000824,Emmeline Ndongue,,691,2006,2006,1,espn
LUMA-W-0000825,Lisa Willis,,692,2006,2009,4,espn
LUMA-W-0000826,Megan Duffy,,693,2006,2008,3,espn
LUMA-W-0000827,Shona Thorburn,,694,2006,2007,2,espn
LUMA-W-0000828,Seimone Augustus,,695,2006,2020,15,espn
LUMA-W-0000829,Ambrosia Anderson,,696,2006,2006,1,espn
LUMA-W-0000830,Sabrina Palie,,697,2006,2006,1,espn
LUMA-W-0000831,Liz Moeggenberg,,698,2007,2007,1,espn
LUMA-W-0000832,Tyresa Smith,,699,2007,2007,1,espn
LUMA-W-0000833,Mwadi Mabika,,7,2003,2008,6,espn
LUMA-W-0000834,Adia Oshun Barnes,,70,2003,2004,2,espn
LUMA-W-0000835,Armintie Herrington,,700,2007,2015,9,espn
LUMA-W-0000836,Leah Rush,,701,2008,2008,1,espn
LUMA-W-0000837,Chrissy Givens,,702,2008,2008,1,espn
LUMA-W-0000838,Stephanie Raymond,,705,2007,2007,1,espn
LUMA-W-0000839,Alison Bales,,706,2007,2011,4,espn
LUMA-W-0000840,Katie Gearlds,,710,2007,2009,3,espn
LUMA-W-0000841,Cori Chambers,,714,2007,2007,1,espn
LUMA-W-0000842,Shanna Crossley,,715,2007,2010,4,espn
LUMA-W-0000843,Jessica Davenport,,716,2007,2012,6,espn
LUMA-W-0000844,Dee Davis,,717,2007,2007,1,espn
LUMA-W-0000845,Shay Doron,,719,2007,2007,1,espn
LUMA-W-0000846,Marta Fernandez,,720,2007,2007,1,espn
LUMA-W-0000847,Kerri Gardin,,721,2008,2011,4,espn
LUMA-W-0000848,Gillian Goring,,723,2007,2007,1,espn
LUMA-W-0000849,Sandrine Gruda,,724,2008,2017,6,espn
LUMA-W-0000850,Kamesha Hairston,,725,2007,2007,1,espn
LUMA-W-0000851,Tiffany Jackson-Jones,,729,2007,2017,9,espn
LUMA-W-0000852,Ivory Latta,,730,2007,2017,11,espn
LUMA-W-0000853,Camille Little,,732,2007,2019,13,espn
LUMA-W-0000854,Bernice Mosby,,734,2007,2009,3,espn
LUMA-W-0000855,Shay Murphy,,735,2007,2017,9,espn
LUMA-W-0000856,Noelle Quinn,,737,2007,2018,12,espn
LUMA-W-0000857,Tamika Raymond,,738,2007,2008,2,espn
LUMA-W-0000858,Kathrin Ress,,739,2007,2007,1,espn
LUMA-W-0000859,Ashley Shields,,740,2007,2008,2,espn
LUMA-W-0000860,Sidney Spencer,,742,2007,2011,5,espn
LUMA-W-0000861,Carla Thomas,,744,2007,2007,1,espn
LUMA-W-0000862,Martina Weber,,746,2007,2007,1,espn
LUMA-W-0000863,Brooke Smith,,750,2008,2010,3,espn
LUMA-W-0000864,Erin Grant,,751,2007,2007,1,espn
LUMA-W-0000865,Lindsay Bowen,,755,2007,2007,1,espn
LUMA-W-0000866,Claire Coggins,,758,2007,2007,1,espn
LUMA-W-0000867,Amy Sanders,,759,2007,2007,1,espn
LUMA-W-0000868,Navonda Moore,,760,2007,2008,2,espn
LUMA-W-0000869,Evanthia Maltsi,,761,2007,2007,1,espn
LUMA-W-0000870,Kimberly Beck,,762,2008,2008,1,espn
LUMA-W-0000871,Kristen O'Neill,,763,2008,2008,1,espn
LUMA-W-0000872,Allie Quigley,,764,2008,2022,14,espn
LUMA-W-0000873,Quianna Chaney,,765,2008,2008,1,espn
LUMA-W-0000874,Sylvia Fowles,,766,2008,2022,15,espn
LUMA-W-0000875,Charde Houston,,773,2008,2014,7,espn
LUMA-W-0000876,Nicky Anosike,,774,2008,2012,5,espn
LUMA-W-0000877,Candice Wiggins,,775,2008,2015,8,espn
LUMA-W-0000878,Jolene Anderson,,776,2008,2008,1,espn
LUMA-W-0000879,Amber Holt,,777,2008,2012,5,espn
LUMA-W-0000880,Ketia Swanier,,778,2008,2012,5,espn
LUMA-W-0000881,Morenike Atunrase,,782,2008,2008,1,espn
LUMA-W-0000882,Matee Ajavon,,783,2008,2017,10,espn
LUMA-W-0000883,Erica White,,784,2008,2009,2,espn
LUMA-W-0000884,Crystal Kelly,,785,2008,2010,3,espn
LUMA-W-0000885,Charel Allen,,788,2008,2008,1,espn
LUMA-W-0000886,A'Quonesia Franklin,,789,2008,2009,2,espn
LUMA-W-0000887,Laura Harper,,790,2008,2009,2,espn
LUMA-W-0000888,Khadijah Whittington,,793,2008,2009,2,espn
LUMA-W-0000889,Leilani Mitchell,,796,2008,2021,13,espn
LUMA-W-0000890,LaToya Sanders,,798,2008,2019,7,espn
LUMA-W-0000891,Danielle Page,,799,2008,2008,1,espn
LUMA-W-0000892,Nicky McCrimmon,,8,2003,2003,1,espn
LUMA-W-0000893,Essence Carson,,802,2008,2020,13,espn
LUMA-W-0000894,Erlana Larkins,,803,2008,2018,9,espn
LUMA-W-0000895,Crystal Langhorne,,805,2008,2020,13,espn
LUMA-W-0000896,Krystal Vaughn,,807,2008,2008,1,espn
LUMA-W-0000897,Shannon Bobbitt,,809,2008,2012,4,espn
LUMA-W-0000898,Kamela Gissendanner,,811,2008,2008,1,espn
LUMA-W-0000899,Candace Parker,,812,2008,2023,16,espn
LUMA-W-0000900,Sharnee Zoll-Norman,,813,2008,2013,2,espn
LUMA-W-0000901,Sequoia Holmes,,814,2008,2018,4,espn
LUMA-W-0000902,Marcedes Walker,,815,2008,2008,1,espn
LUMA-W-0000903,Chioma Nnamaka,,818,2008,2008,1,espn
LUMA-W-0000904,Tamera Young,,819,2008,2019,12,espn
LUMA-W-0000905,Willnett Crockett,,821,2008,2008,1,espn
LUMA-W-0000906,Valeriya Berezhynska,,824,2008,2008,1,espn
LUMA-W-0000907,Lauren Ervin,,827,2009,2009,1,espn
LUMA-W-0000908,Alexis Hornbuckle,,828,2008,2013,6,espn
LUMA-W-0000909,Tasha Humphrey,,829,2008,2009,2,espn
LUMA-W-0000910,Adrianne Ross,,831,2008,2008,1,espn
LUMA-W-0000911,Olayinka Sanni,,832,2008,2011,3,espn
LUMA-W-0000912,Florina Pascalau,,834,2008,2008,1,espn
LUMA-W-0000913,Marissa Coleman,,835,2009,2018,10,espn
LUMA-W-0000914,Kia Vaughn,,838,2009,2022,13,espn
LUMA-W-0000915,Ashley Walker,,840,2009,2019,4,espn
LUMA-W-0000916,Whitney Boddie,,841,2009,2009,1,espn
LUMA-W-0000917,Courtney Paris,,842,2009,2019,10,espn
LUMA-W-0000918,Anete Jekabsone-Zogota,,846,2009,2014,3,espn
LUMA-W-0000919,Kristi Cirone,,848,2009,2009,1,espn
LUMA-W-0000920,Chante Black,,850,2009,2013,4,espn
LUMA-W-0000921,Shavonte Zellous,,851,2009,2021,12,espn
LUMA-W-0000922,Tanae Davis-Cain,,853,2009,2009,1,espn
LUMA-W-0000923,Kristi Toliver,,856,2009,2023,14,espn
LUMA-W-0000924,Chen Nan,,857,2009,2009,1,espn
LUMA-W-0000925,Briann January,,860,2009,2022,14,espn
LUMA-W-0000926,Christina Wirth,,861,2009,2009,1,espn
LUMA-W-0000927,Rashanda McCants,,863,2009,2010,2,espn
LUMA-W-0000928,Quanitra Hollingsworth,,864,2009,2015,5,espn
LUMA-W-0000929,Renee Montgomery,,865,2009,2019,11,espn
LUMA-W-0000930,Jessica Adair,,868,2010,2012,3,espn
LUMA-W-0000931,Shalee Lehning,,871,2009,2011,3,espn
LUMA-W-0000932,Angel McCoughtry,,872,2009,2022,13,espn
LUMA-W-0000933,Megan Frazee,,875,2009,2010,2,espn
LUMA-W-0000934,Lindsay Wisdom-Hylton,,876,2009,2012,4,espn
LUMA-W-0000935,Erin Perperoglou,,878,2009,2009,1,espn
LUMA-W-0000936,Katie Mattera,,879,2009,2009,1,espn
LUMA-W-0000937,Lucienne Berthieu,,88,2003,2004,2,espn
LUMA-W-0000938,Monica Wright,,881,2010,2016,7,espn
LUMA-W-0000939,Epiphanny Prince,,882,2010,2023,14,espn
LUMA-W-0000940,Gabriela Marginean,,883,2010,2010,1,espn
LUMA-W-0000941,Abi Olajuwon,,884,2010,2011,2,espn
LUMA-W-0000942,Tully Bevilaqua,,89,2003,2012,10,espn
LUMA-W-0000943,DeLisha Milton-Jones,,9,2003,2015,13,espn
LUMA-W-0000944,Andrea Riley,,900,2010,2012,3,espn
LUMA-W-0000945,Alison Lacey,,908,2010,2010,1,espn
LUMA-W-0000946,Brittainey Raven,,909,2010,2010,1,espn
LUMA-W-0000947,Sue Bird,,91,2003,2022,18,espn
LUMA-W-0000948,Chanel Mokango,,911,2010,2010,1,espn
LUMA-W-0000949,Kelsey Griffin,,915,2010,2014,5,espn
LUMA-W-0000950,Allison Hightower,,916,2010,2017,6,espn
LUMA-W-0000951,Tina Charles,,918,2010,2025,14,espn
LUMA-W-0000952,Kalana Greene,,928,2010,2015,6,espn
LUMA-W-0000953,Jacinta Monroe,,929,2010,2011,2,espn
LUMA-W-0000954,Debbie Black,,93,2003,2004,2,espn
LUMA-W-0000955,Ashley Houts,,930,2010,2010,1,espn
LUMA-W-0000956,Alexis Gray-Lawson,,933,2011,2012,2,espn
LUMA-W-0000957,Ewelina Kobryn,,935,2011,2014,3,espn
LUMA-W-0000958,Jene Morris,,936,2010,2012,2,espn
LUMA-W-0000959,Joy Cheek,,937,2010,2011,2,espn
LUMA-W-0000960,Taylor Lilley,,949,2010,2010,1,espn
LUMA-W-0000961,Ruthie Bolton,,95,2003,2004,2,espn
LUMA-W-0000962,Marion Jones,,950,2010,2011,2,espn
LUMA-W-0000963,Natasha Lacy,,951,2010,2014,5,espn
LUMA-W-0000964,Abby Bishop,,952,2010,2016,3,espn
LUMA-W-0000965,Amanda Thompson,,953,2010,2014,2,espn
LUMA-W-0000966,Jayne Appel-Marinelli,,954,2010,2016,7,espn
LUMA-W-0000967,Jana Vesela,,955,2010,2010,1,espn
LUMA-W-0000968,Maya Moore,,956,2010,2018,9,espn
LUMA-W-0000969,Danielle McCray,,974,2011,2014,3,espn
LUMA-W-0000970,Angie Bjorklund,,979,2011,2011,1,espn
LUMA-W-0000971,Carolyn Swords,,982,2011,2020,9,espn
LUMA-W-0000972,Jeanette Pohlen-Mavunga,,983,2011,2017,6,espn
LUMA-W-0000973,Amber Harris,,985,2011,2018,5,espn
LUMA-W-0000974,Ramu Tokashiki,,993,2015,2017,3,espn
LUMA-W-0000975,Monique Ambers,,56,,,0,espn
LUMA-W-0000976,,830,,2008,2008,1,wnba_stats
